fecha;año;mes;commodity;fuente;mercado;tipo_precio;precio_tipo_original;precio_unidad;precio_total;campo_precio_original;valor_precio_original;precio_original_texto;moneda;moneda_explicitamente_informada;moneda_inferida;campo_moneda_original;valor_moneda_original;unidad;precio;volumen;volumen_unidad;campo_volumen_original;procedencia;provincia;localidad;zona;lugar_entrega;precio_puesto_en;operacion;condicion_pago;condicion_comercial;frecuencia;archivo_origen;fecha_integracion;observaciones;apto_piloto;apto_dashboard;pagina_origen;id_operacion_sio;muestra_tipo;muestra_paginas;estado_paginacion;precio_cero_flag;precio_cero_tipo;precio_valido_para_serie
2026-09-07;2026;9;CEBADA CERV.;SIO Granos / Secretaría de Agricultura;;Compraventa;Fijar Precio/Mercado Comprador;215;;PRECIO/TN MONTO;215,00;215,00;USD;sí;no;PRECIO/TN MONEDA;U$S;TN;215;5000,00;TN;CANT. (TN);BUENOS AIRES;BUENOS AIRES;;Zona 3/En destino;Zona 3/En destino;;Fijación;A plazo;;;SIO_exportar_operaciones_2026-09-07.csv;2026-09-08;"commodity no catalogado; se conserva para revisión; moneda informada explícitamente en campo original: USD";sí;no;;;exportacion_manual;1;no_aplica;no;no_aplica;sí
2026-09-07;2026;9;TRIGO PAN;SIO Granos / Secretaría de Agricultura;;Compraventa;Precio Hecho;240;;PRECIO/TN MONTO;240,00;240,00;USD;sí;no;PRECIO/TN MONEDA;U$S;TN;240;180,00;TN;CANT. (TN);BUENOS AIRES;BUENOS AIRES;;Quequen/En destino;Quequen/En destino;;Contrato;Contra entrega;;;SIO_exportar_operaciones_2026-09-07.csv;2026-09-08;"commodity no catalogado; se conserva para revisión; moneda informada explícitamente en campo original: USD";sí;no;;;exportacion_manual;1;no_aplica;no;no_aplica;sí
2026-09-07;2026;9;CEBADA CERV.;SIO Granos / Secretaría de Agricultura;;Compraventa;Fijar Precio/Mercado Comprador;0;;PRECIO/TN MONTO;0;0;Sin especificar;no;no;PRECIO/TN MONEDA;0;TN;0;20000,00;TN;CANT. (TN);BUENOS AIRES;BUENOS AIRES;;Zona 2/En destino;Zona 2/En destino;;Contrato;A plazo;;;SIO_exportar_operaciones_2026-09-07.csv;2026-09-08;"commodity no catalogado; se conserva para revisión; precio cero clasificado como cero_explicito; excluido de series de precios; moneda no informada explícitamente en endpoint GetOperaciones; no se infiere del valor original";sí;no;;;exportacion_manual;1;no_aplica;sí;cero_explicito;no
2026-09-07;2026;9;ACEITE SOJA;SIO Granos / Secretaría de Agricultura;;Compraventa;Precio Hecho;950;;PRECIO/TN MONTO;950,00;950,00;USD;sí;no;PRECIO/TN MONEDA;U$S;TN;950;30,90;TN;CANT. (TN);SANTA FE;SANTA FE;;Zona 6/En destino;Zona 6/En destino;;Contrato;A plazo;;;SIO_exportar_operaciones_2026-09-07.csv;2026-09-08;"commodity no catalogado; se conserva para revisión; moneda informada explícitamente en campo original: USD";sí;no;;;exportacion_manual;1;no_aplica;no;no_aplica;sí
2026-09-07;2026;9;Sorgo;SIO Granos / Secretaría de Agricultura;;Compraventa;Precio Hecho;220000;;PRECIO/TN MONTO;220000,00;220000,00;ARS;sí;no;PRECIO/TN MONEDA;$;TN;220000;28,94;TN;CANT. (TN);BUENOS AIRES;BUENOS AIRES;;Zona 6/En destino;Zona 6/En destino;;Rectificación;A plazo;;;SIO_exportar_operaciones_2026-09-07.csv;2026-09-08;moneda informada explícitamente en campo original: ARS;sí;no;;;exportacion_manual;1;no_aplica;no;no_aplica;sí
2026-09-07;2026;9;ARROZ C.L.F;SIO Granos / Secretaría de Agricultura;;Compraventa;Fijar Precio/Prec. Cam.;0;;PRECIO/TN MONTO;0;0;Sin especificar;no;no;PRECIO/TN MONEDA;0;TN;0;1125,00;TN;CANT. (TN);ENTRE RÍOS;ENTRE RÍOS;;Zona 13/En destino;Zona 13/En destino;;Contrato;Contra entrega;;;SIO_exportar_operaciones_2026-09-07.csv;2026-09-08;"commodity no catalogado; se conserva para revisión; precio cero clasificado como cero_explicito; excluido de series de precios; moneda no informada explícitamente en endpoint GetOperaciones; no se infiere del valor original";sí;no;;;exportacion_manual;1;no_aplica;sí;cero_explicito;no
2026-09-04;2026;9;Girasol;SIO Granos / Secretaría de Agricultura;;Compraventa;Precio Hecho;755400;;PRECIO/TN MONTO;755400,00;755400,00;ARS;sí;no;PRECIO/TN MONEDA;$;TN;755400;40,00;TN;CANT. (TN);SANTA FE;SANTA FE;;Zona 25/En destino;Zona 25/En destino;;Contrato;A plazo;;;SIO_exportar_operaciones_2026-09-07.csv;2026-09-08;moneda informada explícitamente en campo original: ARS;sí;no;;;exportacion_manual;1;no_aplica;no;no_aplica;sí
2026-09-04;2026;9;Sorgo;SIO Granos / Secretaría de Agricultura;;Compraventa;Precio Hecho;186.85;;PRECIO/TN MONTO;186,85;186,85;USD;sí;no;PRECIO/TN MONEDA;U$S;TN;186.85;23,62;TN;CANT. (TN);CÓRDOBA;CÓRDOBA;;Rosario S/En destino;Rosario S/En destino;;Contrato;Contra entrega;;;SIO_exportar_operaciones_2026-09-07.csv;2026-09-08;moneda informada explícitamente en campo original: USD;sí;no;;;exportacion_manual;1;no_aplica;no;no_aplica;sí
2026-09-04;2026;9;TRIGO CAND.;SIO Granos / Secretaría de Agricultura;;Compraventa;Fijar Precio/Prec. Cam.;0;;PRECIO/TN MONTO;0;0;Sin especificar;no;no;PRECIO/TN MONEDA;0;TN;0;34,92;TN;CANT. (TN);SAN LUIS;SAN LUIS;;Bs As/En destino;Bs As/En destino;;Contrato;Contra entrega;;;SIO_exportar_operaciones_2026-09-07.csv;2026-09-08;"commodity no catalogado; se conserva para revisión; precio cero clasificado como cero_explicito; excluido de series de precios; moneda no informada explícitamente en endpoint GetOperaciones; no se infiere del valor original";sí;no;;;exportacion_manual;1;no_aplica;sí;cero_explicito;no
2026-09-04;2026;9;Girasol;SIO Granos / Secretaría de Agricultura;;Canje;Fijar Precio/Otros;0;;PRECIO/TN MONTO;0,00;0,00;Sin especificar;no;no;PRECIO/TN MONEDA;0;TN;0;240,00;TN;CANT. (TN);SANTA FE;SANTA FE;;Rosario S/En destino;Rosario S/En destino;;Anulación;Contra entrega;;;SIO_exportar_operaciones_2026-09-07.csv;2026-09-08;"precio cero clasificado como operacion_sin_precio; excluido de series de precios; moneda no informada explícitamente en endpoint GetOperaciones; no se infiere del valor original";sí;no;;;exportacion_manual;1;no_aplica;sí;operacion_sin_precio;no
2026-09-04;2026;9;ACEITE SOJA;SIO Granos / Secretaría de Agricultura;;Compraventa;Precio Hecho;1.3e+06;;PRECIO/TN MONTO;1300000,00;1300000,00;ARS;sí;no;PRECIO/TN MONEDA;$;TN;1.3e+06;10,96;TN;CANT. (TN);ENTRE RÍOS;ENTRE RÍOS;;Zona 13/En origen;Zona 13/En origen;;Contrato;A plazo;;;SIO_exportar_operaciones_2026-09-07.csv;2026-09-08;"commodity no catalogado; se conserva para revisión; moneda informada explícitamente en campo original: ARS";sí;no;;;exportacion_manual;1;no_aplica;no;no_aplica;sí
2026-09-04;2026;9;CEBADA FORR.;SIO Granos / Secretaría de Agricultura;;Compraventa;Precio Hecho;0;;PRECIO/TN MONTO;0;0;Sin especificar;no;no;PRECIO/TN MONEDA;0;TN;0;500,00;TN;CANT. (TN);BUENOS AIRES;BUENOS AIRES;;B.Blanca/En destino;B.Blanca/En destino;;Contrato;Contra entrega;;;SIO_exportar_operaciones_2026-09-07.csv;2026-09-08;"commodity no catalogado; se conserva para revisión; precio cero clasificado como cero_explicito; excluido de series de precios; moneda no informada explícitamente en endpoint GetOperaciones; no se infiere del valor original";sí;no;;;exportacion_manual;1;no_aplica;sí;cero_explicito;no
2026-09-04;2026;9;TRIGO CAND.;SIO Granos / Secretaría de Agricultura;;Compraventa;Precio Hecho;387980;;PRECIO/TN MONTO;387980,00;387980,00;ARS;sí;no;PRECIO/TN MONEDA;$;TN;387980;32,95;TN;CANT. (TN);BUENOS AIRES;BUENOS AIRES;;Zona 2/En destino;Zona 2/En destino;;Contrato;A plazo;;;SIO_exportar_operaciones_2026-09-07.csv;2026-09-08;"commodity no catalogado; se conserva para revisión; moneda informada explícitamente en campo original: ARS";sí;no;;;exportacion_manual;1;no_aplica;no;no_aplica;sí
2026-09-04;2026;9;TRIGO CAND.;SIO Granos / Secretaría de Agricultura;;Compraventa;Fijar Precio/M. T. País;280.08;;PRECIO/TN MONTO;280,08;280,08;USD;sí;no;PRECIO/TN MONEDA;U$S;TN;280.08;90,00;TN;CANT. (TN);BUENOS AIRES;BUENOS AIRES;;B.Blanca/En destino;B.Blanca/En destino;;Fijación;A plazo;;;SIO_exportar_operaciones_2026-09-07.csv;2026-09-08;"commodity no catalogado; se conserva para revisión; moneda informada explícitamente en campo original: USD";sí;no;;;exportacion_manual;1;no_aplica;no;no_aplica;sí
2026-09-03;2026;9;Sorgo;SIO Granos / Secretaría de Agricultura;;Compraventa;Fijar Precio/Otros;0;;PRECIO/TN MONTO;0;0;Sin especificar;no;no;PRECIO/TN MONEDA;0;TN;0;500,00;TN;CANT. (TN);SANTA FE;SANTA FE;;Rosario N/En origen;Rosario N/En origen;;Contrato;A plazo;;;SIO_exportar_operaciones_2026-09-07.csv;2026-09-08;"precio cero clasificado como cero_explicito; excluido de series de precios; moneda no informada explícitamente en endpoint GetOperaciones; no se infiere del valor original";sí;no;;;exportacion_manual;1;no_aplica;sí;cero_explicito;no
