fila_csv;destino_original;destino_normalizado;motivo;origen_original;origen_normalizado;especie_original;variedad_original;peso;unidad
28616;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;ACEITUNA;SIN VARIED;0,305;TN
28617;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;ACEITUNA;SIN VARIED;3,491;TN
28618;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;ACEITUNA;SIN VARIED;1,050;TN
28619;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;ACEITUNA;SIN VARIED;0,125;TN
28620;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;ACEITUNA;SIN VARIED;0,125;TN
28621;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;ACEITUNA;ARVEQUINA;0,095;TN
28622;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;ANANA;GOLD;23,625;TN
28623;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;ANANA;PEROLA;1,080;TN
28624;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;ANANA;PEROLA;5,880;TN
28625;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;ANANA;PIDA;3,240;TN
28626;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;ANANA;PIDA;0,600;TN
28627;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;ANANA;PIDA;5,580;TN
28628;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;ANANA;PIDA;5,900;TN
28629;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;ANANA;PIDA;1,000;TN
28630;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;ANANA;PIDA;2,800;TN
28631;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;ANANA;PIDA;0,750;TN
28632;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;ANANA;PIDA;10,560;TN
28633;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;ANANA;PIDA;73,804;TN
28634;COLOMBIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";COLOMBIA;Colombia;ANANA;PIDA;0,480;TN
28635;COLOMBIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";COLOMBIA;Colombia;ANANA;PIDA;1,200;TN
28636;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;ANANA;PIDA;5,616;TN
28637;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;ANANA;PIDA;24,120;TN
28638;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;ANANA;PIDA;85,542;TN
28639;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;ANANA;PIDA;14,975;TN
28640;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;ANANA;PIDA;12,333;TN
28641;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;ANANA;PIDA;9,200;TN
28642;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;ANANA;PIDA;32,000;TN
28643;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;ANANA;PIDA;48,028;TN
28644;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;ANANA;PIDA;30,971;TN
28645;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;ANANA;PIDA;87,841;TN
28646;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;ANANA;PIDACAYENA;5,400;TN
28647;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;ANANA;PIÑA;0,150;TN
28648;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;ANANA;PIÑA;4,248;TN
28649;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;ANANA;PIÑA;14,920;TN
28650;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;ANANA;PIÑA;3,000;TN
28651;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;ANANA;PIÑA;2,160;TN
28652;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;ANANA;PIÑA;20,320;TN
28653;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;ANANA;PIÑA;0,100;TN
28654;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;ANANA;PIÑA;4,960;TN
28655;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;ANANA;PIÑA;30,447;TN
28656;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;ANANA;PIÑA;22,500;TN
28657;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;ANANA;PIÑA;53,463;TN
28658;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;ANANA;PIÑA;44,565;TN
28659;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;ANANA;PIÑA;77,625;TN
28660;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;ANANA;PIÑA;2,400;TN
28661;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;ANANA;PIÑA;33,123;TN
28662;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;ANANA;PIÑA;39,018;TN
28663;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;ANANA;PIÑA;25,812;TN
28664;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;ANANA;PIÑA;42,998;TN
28665;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;ANANA;SIN VARIED;18,805;TN
28666;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;ANANA;SIN VARIED;16,902;TN
28667;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;ANANA;SIN VARIED;10,800;TN
28668;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;ANANA;SIN VARIED;1,500;TN
28669;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;ANANA;SIN VARIED;0,240;TN
28670;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;ANANA;SIN VARIED;1,800;TN
28671;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;ANANA;SIN VARIED;14,580;TN
28672;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;ANANA;SIN VARIED;0,450;TN
28673;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;ANANA;SIN VARIED;15,216;TN
28674;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;ANANA;SIN VARIED;26,538;TN
28675;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;ANANA;SIN VARIED;42,846;TN
28676;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;ANANA;SIN VARIED;19,116;TN
28677;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;ANANA;SIN VARIED;25,851;TN
28678;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;ANANA;SIN VARIED;35,730;TN
28679;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;ANANA;SIN VARIED;37,614;TN
28680;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;ANANA;SIN VARIED;7,000;TN
28681;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;ANANA;SIN VARIED;40,477;TN
28682;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;ANANA;SIN VARIED;23,274;TN
28683;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;ANANA;SIN VARIED;33,900;TN
28684;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;ANANA;SIN VARIED;17,820;TN
28685;PARAGUAY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";PARAGUAY;Paraguay;ANANA;SIN VARIED;0,720;TN
28686;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;ARANDANO;EMERAL;2,697;TN
28691;ENTRE RÍOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ENTRE RÍOS;Entre Ríos;ARANDANO;EMERAL;3,254;TN
28692;ENTRE RÍOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ENTRE RÍOS;Entre Ríos;ARANDANO;EMERAL;3,193;TN
28693;ENTRE RÍOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ENTRE RÍOS;Entre Ríos;ARANDANO;EMERAL;22,868;TN
28694;TUCUMÁN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";TUCUMÁN;Tucumán;ARANDANO;EMERAL;0,045;TN
28695;TUCUMÁN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";TUCUMÁN;Tucumán;ARANDANO;EMERAL;0,098;TN
28696;TUCUMÁN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";TUCUMÁN;Tucumán;ARANDANO;EMERAL;3,960;TN
28698;ENTRE RÍOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ENTRE RÍOS;Entre Ríos;ARANDANO;KESTREL;0,135;TN
28699;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;ARANDANO;KESTREL;0,540;TN
28701;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;ARANDANO;SIN VARIED;86,158;TN
28702;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;ARANDANO;SIN VARIED;90,470;TN
28703;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;ARANDANO;SIN VARIED;44,868;TN
28704;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;ARANDANO;SIN VARIED;15,910;TN
28705;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;ARANDANO;SIN VARIED;0,210;TN
28716;ENTRE RÍOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ENTRE RÍOS;Entre Ríos;ARANDANO;SIN VARIED;2,123;TN
28717;ENTRE RÍOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ENTRE RÍOS;Entre Ríos;ARANDANO;SIN VARIED;6,717;TN
28718;ENTRE RÍOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ENTRE RÍOS;Entre Ríos;ARANDANO;SIN VARIED;26,438;TN
28719;ENTRE RÍOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ENTRE RÍOS;Entre Ríos;ARANDANO;SIN VARIED;58,823;TN
28720;MAR DEL PLATA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MAR DEL PLATA;Mar del Plata;ARANDANO;SIN VARIED;0,440;TN
28721;SANTA FÉ;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SANTA FÉ;Santa Fe;ARANDANO;SIN VARIED;0,360;TN
28722;TUCUMÁN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";TUCUMÁN;Tucumán;ARANDANO;SIN VARIED;2,600;TN
28723;TUCUMÁN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";TUCUMÁN;Tucumán;ARANDANO;SIN VARIED;10,145;TN
28724;TUCUMÁN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";TUCUMÁN;Tucumán;ARANDANO;SIN VARIED;66,783;TN
28725;TUCUMÁN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";TUCUMÁN;Tucumán;ARANDANO;SIN VARIED;18,496;TN
28726;TUCUMÁN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";TUCUMÁN;Tucumán;ARANDANO;SIN VARIED;33,456;TN
28732;ENTRE RÍOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ENTRE RÍOS;Entre Ríos;ARANDANO;#N/A;0,450;TN
28733;ENTRE RÍOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ENTRE RÍOS;Entre Ríos;ARANDANO;#N/A;3,448;TN
28734;ENTRE RÍOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ENTRE RÍOS;Entre Ríos;ARANDANO;#N/A;106,084;TN
28735;TUCUMÁN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";TUCUMÁN;Tucumán;ARANDANO;#N/A;6,768;TN
28736;TUCUMÁN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";TUCUMÁN;Tucumán;ARANDANO;#N/A;0,036;TN
28737;TUCUMÁN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";TUCUMÁN;Tucumán;ARANDANO;#N/A;2,862;TN
28738;TUCUMÁN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";TUCUMÁN;Tucumán;ARANDANO;#N/A;5,947;TN
28739;TUCUMÁN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";TUCUMÁN;Tucumán;ARANDANO;MYSTIC;1,000;TN
28740;TUCUMÁN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";TUCUMÁN;Tucumán;ARANDANO;MYSTIC;0,030;TN
28741;TUCUMÁN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";TUCUMÁN;Tucumán;ARANDANO;MYSTIC;0,541;TN
28742;TUCUMÁN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";TUCUMÁN;Tucumán;ARANDANO;MYSTIC;0,150;TN
28743;ENTRE RÍOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ENTRE RÍOS;Entre Ríos;ARANDANO;SWEETCRISP;0,360;TN
28744;BOLIVIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BOLIVIA;Bolivia;BANANA;CABANA;1,680;TN
28745;BOLIVIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BOLIVIA;Bolivia;BANANA;CABANA;2,520;TN
28746;BOLIVIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BOLIVIA;Bolivia;BANANA;CABANA;0,840;TN
28747;BOLIVIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BOLIVIA;Bolivia;BANANA;CABANA;8,700;TN
28748;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;BANANA;CABANA;3,200;TN
28749;PARAGUAY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";PARAGUAY;Paraguay;BANANA;CABANA;1,400;TN
28750;BOLIVIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BOLIVIA;Bolivia;BANANA;CAVENDISH;1283,197;TN
28751;BOLIVIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BOLIVIA;Bolivia;BANANA;CAVENDISH;1601,609;TN
28752;BOLIVIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BOLIVIA;Bolivia;BANANA;CAVENDISH;1539,521;TN
28753;BOLIVIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BOLIVIA;Bolivia;BANANA;CAVENDISH;1331,515;TN
28754;BOLIVIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BOLIVIA;Bolivia;BANANA;CAVENDISH;867,026;TN
28755;BOLIVIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BOLIVIA;Bolivia;BANANA;CAVENDISH;64,400;TN
28756;BOLIVIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BOLIVIA;Bolivia;BANANA;CAVENDISH;490,160;TN
28757;BOLIVIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BOLIVIA;Bolivia;BANANA;CAVENDISH;583,644;TN
28758;BOLIVIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BOLIVIA;Bolivia;BANANA;CAVENDISH;951,500;TN
28759;BOLIVIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BOLIVIA;Bolivia;BANANA;CAVENDISH;1110,640;TN
28760;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;BANANA;CAVENDISH;21,900;TN
28761;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;BANANA;CAVENDISH;2,880;TN
28762;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;BANANA;CAVENDISH;44,638;TN
28763;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;BANANA;CAVENDISH;51,052;TN
28764;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;BANANA;CAVENDISH;6,624;TN
28765;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;BANANA;CAVENDISH;1,400;TN
28766;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;BANANA;CAVENDISH;3,960;TN
28767;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;BANANA;CAVENDISH;1,440;TN
28768;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;BANANA;CAVENDISH;6,240;TN
28769;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;BANANA;CAVENDISH;16,080;TN
28770;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;BANANA;CAVENDISH;1,080;TN
28771;COLOMBIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";COLOMBIA;Colombia;BANANA;CAVENDISH;169,760;TN
28772;COLOMBIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";COLOMBIA;Colombia;BANANA;CAVENDISH;160,636;TN
28773;COLOMBIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";COLOMBIA;Colombia;BANANA;CAVENDISH;78,700;TN
28774;COLOMBIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";COLOMBIA;Colombia;BANANA;CAVENDISH;125,580;TN
28775;COLOMBIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";COLOMBIA;Colombia;BANANA;CAVENDISH;113,207;TN
28776;COLOMBIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";COLOMBIA;Colombia;BANANA;CAVENDISH;14,800;TN
28777;COLOMBIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";COLOMBIA;Colombia;BANANA;CAVENDISH;75,600;TN
28778;COLOMBIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";COLOMBIA;Colombia;BANANA;CAVENDISH;10,620;TN
28779;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;BANANA;CAVENDISH;3059,168;TN
28780;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;BANANA;CAVENDISH;2386,675;TN
28781;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;BANANA;CAVENDISH;2155,443;TN
28782;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;BANANA;CAVENDISH;2316,914;TN
28783;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;BANANA;CAVENDISH;2164,356;TN
28784;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;BANANA;CAVENDISH;131,400;TN
28785;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;BANANA;CAVENDISH;2729,392;TN
28786;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;BANANA;CAVENDISH;2141,478;TN
28787;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;BANANA;CAVENDISH;2883,615;TN
28788;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;BANANA;CAVENDISH;4695,095;TN
28789;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;BANANA;CAVENDISH;1,240;TN
28790;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;BANANA;CAVENDISH;1,600;TN
28791;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;BANANA;CAVENDISH;1,140;TN
28792;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;BANANA;CAVENDISH;4,640;TN
28793;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;BANANA;CAVENDISH;0,400;TN
28794;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;BANANA;CAVENDISH;1,180;TN
28795;PARAGUAY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";PARAGUAY;Paraguay;BANANA;CAVENDISH;562,756;TN
28796;PARAGUAY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";PARAGUAY;Paraguay;BANANA;CAVENDISH;375,994;TN
28797;PARAGUAY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";PARAGUAY;Paraguay;BANANA;CAVENDISH;375,479;TN
28798;PARAGUAY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";PARAGUAY;Paraguay;BANANA;CAVENDISH;343,532;TN
28799;PARAGUAY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";PARAGUAY;Paraguay;BANANA;CAVENDISH;515,981;TN
28800;PARAGUAY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";PARAGUAY;Paraguay;BANANA;CAVENDISH;23,600;TN
28801;PARAGUAY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";PARAGUAY;Paraguay;BANANA;CAVENDISH;151,951;TN
28802;PARAGUAY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";PARAGUAY;Paraguay;BANANA;CAVENDISH;86,997;TN
28803;PARAGUAY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";PARAGUAY;Paraguay;BANANA;CAVENDISH;165,484;TN
28804;PARAGUAY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";PARAGUAY;Paraguay;BANANA;CAVENDISH;99,166;TN
28805;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;BANANA;CAVENDISH;630,020;TN
28806;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;BANANA;CAVENDISH;252,140;TN
28807;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;BANANA;CAVENDISH;265,592;TN
28808;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;BANANA;CAVENDISH;290,692;TN
28809;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;BANANA;CAVENDISH;373,380;TN
28810;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;BANANA;CAVENDISH;7,600;TN
28811;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;BANANA;CAVENDISH;493,200;TN
28812;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;BANANA;CAVENDISH;376,272;TN
28813;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;BANANA;CAVENDISH;215,282;TN
28814;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;BANANA;CAVENDISH;545,556;TN
28815;BOLIVIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BOLIVIA;Bolivia;BANANA;NANIKA;90,620;TN
28816;BOLIVIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BOLIVIA;Bolivia;BANANA;NANIKA;122,500;TN
28817;BOLIVIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BOLIVIA;Bolivia;BANANA;NANIKA;136,344;TN
28818;BOLIVIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BOLIVIA;Bolivia;BANANA;NANIKA;127,320;TN
28819;BOLIVIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BOLIVIA;Bolivia;BANANA;NANIKA;110,460;TN
28820;BOLIVIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BOLIVIA;Bolivia;BANANA;NANIKA;9,800;TN
28821;BOLIVIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BOLIVIA;Bolivia;BANANA;NANIKA;27,592;TN
28822;BOLIVIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BOLIVIA;Bolivia;BANANA;NANIKA;23,644;TN
28823;BOLIVIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BOLIVIA;Bolivia;BANANA;NANIKA;44,180;TN
28824;BOLIVIA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BOLIVIA;Bolivia;BANANA;NANIKA;47,620;TN
28825;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;BANANA;NANIKA;36,317;TN
28826;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;BANANA;NANIKA;54,020;TN
28827;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;BANANA;NANIKA;187,662;TN
28828;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;BANANA;NANIKA;332,950;TN
28829;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;BANANA;NANIKA;634,339;TN
28830;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;BANANA;NANIKA;68,400;TN
