FECHA;MERCADO;SERIE;ESPECIE;VARIEDAD;PROCEDENCIA;MUNICIPIO;PESO;UNIDAD
02/01/2025;CORRIENTES;HORTALIZAS;ACELGA;ACELGA;BUENOS AIRES;;0,600;TN
02/01/2025;CORRIENTES;HORTALIZAS;AJO MORADO CHINO;AJO MORADO CHINO;MENDOZA;;0,125;TN
02/01/2025;CORRIENTES;FRUTAS;BANANA  ECUATORIANA;BANANA  ECUATORIANA;MENDOZA;;1,000;TN
02/01/2025;CORRIENTES;FRUTAS;BANANA  ECUATORIANA;BANANA  ECUATORIANA;MENDOZA;;1,600;TN
02/01/2025;CORRIENTES;FRUTAS;BANANA PARAGUAYA;BANANA PARAGUAYA;MENDOZA;;3,300;TN
02/01/2025;CORRIENTES;HORTALIZAS;BATATA COLORADA;BATATA COLORADA;MENDOZA;;1,000;TN
02/01/2025;CORRIENTES;HORTALIZAS;BERENJENA;BERENJENA;BUENOS AIRES;;0,540;TN
02/01/2025;CORRIENTES;HORTALIZAS;BROCOLI;BROCOLI;MENDOZA;;0,150;TN
02/01/2025;CORRIENTES;HORTALIZAS;CEBOLLA BLANCA;CEBOLLA BLANCA;MENDOZA;;0,200;TN
02/01/2025;CORRIENTES;HORTALIZAS;CEBOLLA BLANCA;CEBOLLA BLANCA;MENDOZA;;0,600;TN
02/01/2025;CORRIENTES;FRUTAS;CEREZA;CEREZA;MENDOZA;;0,200;TN
02/01/2025;CORRIENTES;FRUTAS;CIRUELA;CIRUELA;MENDOZA;;0,400;TN
02/01/2025;CORRIENTES;FRUTAS;CIRUELA;CIRUELA;MENDOZA;;1,000;TN
02/01/2025;CORRIENTES;FRUTAS;CIRUELA;CIRUELA;MENDOZA;;1,000;TN
02/01/2025;CORRIENTES;HORTALIZAS;COLIFLOR;COLIFLOR;MENDOZA;;0,075;TN
02/01/2025;CORRIENTES;FRUTAS;DURAZNO;DURAZNO;MENDOZA;;0,600;TN
02/01/2025;CORRIENTES;FRUTAS;DURAZNO;DURAZNO;MENDOZA;;0,600;TN
02/01/2025;CORRIENTES;FRUTAS;DURAZNO;DURAZNO;MENDOZA;;1,000;TN
02/01/2025;CORRIENTES;FRUTAS;DURAZNO;DURAZNO;MENDOZA;;0,640;TN
02/01/2025;CORRIENTES;HORTALIZAS;ESPINACA;ESPINACA;BUENOS AIRES;;0,300;TN
02/01/2025;CORRIENTES;SUBPRODUCTOS;HUEVO B1;HUEVO B1;CORRIENTES;CAPITAL;0,800;TN
02/01/2025;CORRIENTES;SUBPRODUCTOS;HUEVO B2;HUEVO B2;CORRIENTES;CAPITAL;0,200;TN
02/01/2025;CORRIENTES;FRUTAS;KIWI;KIWI;MENDOZA;;0,400;TN
02/01/2025;CORRIENTES;FRUTAS;KIWI;KIWI;MENDOZA;;0,200;TN
02/01/2025;CORRIENTES;HORTALIZAS;LECHUGA CRESPA;LECHUGA CRESPA;BUENOS AIRES;;1,000;TN
02/01/2025;CORRIENTES;HORTALIZAS;LECHUGA MANTECOSA;LECHUGA MANTECOSA;BUENOS AIRES;;1,500;TN
02/01/2025;CORRIENTES;HORTALIZAS;LECHUGA REPOLLADA;LECHUGA REPOLLADA;BUENOS AIRES;;1,200;TN
02/01/2025;CORRIENTES;FRUTAS;LIMON ELEGIDO;LIMON ELEGIDO;MENDOZA;;0,968;TN
02/01/2025;CORRIENTES;FRUTAS;MANZANA GRANY SMITH ELEGIDA;MANZANA GRANY SMITH ELEGIDA;MENDOZA;;0,100;TN
02/01/2025;CORRIENTES;FRUTAS;MANZANA R. DELICIUS ELEGIDA;MANZANA R. DELICIUS ELEGIDA;MENDOZA;;0,900;TN
02/01/2025;CORRIENTES;FRUTAS;NARANJA VALENCIA LATE;NARANJA VALENCIA LATE;CORRIENTES;MONTE CASEROS;8,750;TN
02/01/2025;CORRIENTES;FRUTAS;PALTA;PALTA;MENDOZA;;0,200;TN
02/01/2025;CORRIENTES;HORTALIZAS;PAPA BLANCA;PAPA BLANCA;MENDOZA;;3,000;TN
02/01/2025;CORRIENTES;HORTALIZAS;PAPA BLANCA;PAPA BLANCA;MENDOZA;;3,600;TN
02/01/2025;CORRIENTES;FRUTAS;PELON;PELON;MENDOZA;;0,480;TN
02/01/2025;CORRIENTES;HORTALIZAS;ZAPALLO TETSUKABUTO;ZAPALLO TETSUKABUTO;MENDOZA;;3,000;TN
02/01/2025;CORRIENTES;FRUTAS;PELON;PELON;MENDOZA;;1,000;TN
02/01/2025;CORRIENTES;HORTALIZAS;PEPINO;PEPINO;BUENOS AIRES;;0,540;TN
02/01/2025;CORRIENTES;FRUTAS;PERA PACKAMS ELEGIGA;PERA PACKAMS ELEGIGA;MENDOZA;;0,600;TN
02/01/2025;CORRIENTES;HORTALIZAS;PEREJIL;PEREJIL;BUENOS AIRES;;0,500;TN
02/01/2025;CORRIENTES;HORTALIZAS;PIMIENTO MORRON ROJO;PIMIENTO MORRON ROJO;MENDOZA;;0,560;TN
02/01/2025;CORRIENTES;HORTALIZAS;PIMIENTO MORRON VERDE;PIMIENTO MORRON VERDE;MENDOZA;;0,560;TN
02/01/2025;CORRIENTES;HORTALIZAS;REPOLLO BLANCO;REPOLLO BLANCO;BUENOS AIRES;;0,500;TN
02/01/2025;CORRIENTES;HORTALIZAS;REPOLLO COLORADO;REPOLLO COLORADO;BUENOS AIRES;;0,750;TN
02/01/2025;CORRIENTES;FRUTAS;SANDIA REDONDA RAYADA;SANDIA REDONDA RAYADA;CORRIENTES;SALADAS;0,500;TN
02/01/2025;CORRIENTES;HORTALIZAS;TOMATE PERITA;TOMATE PERITA;BUENOS AIRES;;1,800;TN
02/01/2025;CORRIENTES;HORTALIZAS;TOMATE PERITA;TOMATE PERITA;MENDOZA;;1,152;TN
02/01/2025;CORRIENTES;HORTALIZAS;TOMATE REDONDO;TOMATE REDONDO;BUENOS AIRES;;1,800;TN
02/01/2025;CORRIENTES;HORTALIZAS;TOMATE REDONDO;TOMATE REDONDO;MENDOZA;;1,152;TN
02/01/2025;CORRIENTES;FRUTAS;UVA CARDINAL;UVA CARDINAL;MENDOZA;;0,400;TN
02/01/2025;CORRIENTES;HORTALIZAS;ZANAHORIA;ZANAHORIA;MENDOZA;;4,000;TN
02/01/2025;CORRIENTES;HORTALIZAS;ZANAHORIA;ZANAHORIA;MENDOZA;;2,512;TN
02/01/2025;CORRIENTES;HORTALIZAS;ZANAHORIA;ZANAHORIA;MENDOZA;;1,884;TN
02/01/2025;CORRIENTES;HORTALIZAS;ZANAHORIA;ZANAHORIA;MENDOZA;;1,884;TN
02/01/2025;CORRIENTES;HORTALIZAS;ZANAHORIA;ZANAHORIA;MENDOZA;;0,785;TN
03/01/2025;CORRIENTES;HORTALIZAS;PAPA BLANCA;PAPA BLANCA;CATAMARCA;;1,000;TN
06/01/2025;CORRIENTES;HORTALIZAS;ACELGA;ACELGA;BUENOS AIRES;;0,500;TN
06/01/2025;CORRIENTES;HORTALIZAS;ACELGA;ACELGA;CHACO;;0,200;TN
06/01/2025;CORRIENTES;HORTALIZAS;ACELGA;ACELGA;JUJUY;;0,100;TN
06/01/2025;CORRIENTES;HORTALIZAS;AJO MORADO CHINO;AJO MORADO CHINO;MENDOZA;;0,032;TN
06/01/2025;CORRIENTES;HORTALIZAS;AJO MORADO CHINO;AJO MORADO CHINO;MENDOZA;;0,016;TN
06/01/2025;CORRIENTES;HORTALIZAS;AJO MORADO CHINO;AJO MORADO CHINO;MENDOZA;;0,125;TN
06/01/2025;CORRIENTES;HORTALIZAS;AJO MORADO CHINO;AJO MORADO CHINO;MENDOZA;;0,080;TN
06/01/2025;CORRIENTES;FRUTAS;ANANA PIÑA ECUADOR;ANANA PIÑA ECUADOR;MENDOZA;;0,400;TN
06/01/2025;CORRIENTES;HORTALIZAS;APIO DE HOJA;APIO DE HOJA;CHACO;;0,080;TN
06/01/2025;CORRIENTES;HORTALIZAS;APIO DE HOJA;APIO DE HOJA;JUJUY;;0,200;TN
06/01/2025;CORRIENTES;FRUTAS;BANANA  ECUATORIANA;BANANA  ECUATORIANA;MENDOZA;;0,600;TN
06/01/2025;CORRIENTES;FRUTAS;BANANA  ECUATORIANA;BANANA  ECUATORIANA;MENDOZA;;3,000;TN
06/01/2025;CORRIENTES;FRUTAS;BANANA  ECUATORIANA;BANANA  ECUATORIANA;MENDOZA;;0,600;TN
06/01/2025;CORRIENTES;FRUTAS;BANANA  ECUATORIANA;BANANA  ECUATORIANA;MENDOZA;;1,600;TN
06/01/2025;CORRIENTES;FRUTAS;BANANA  ECUATORIANA;BANANA  ECUATORIANA;MENDOZA;;2,160;TN
06/01/2025;CORRIENTES;FRUTAS;BANANA  ECUATORIANA;BANANA  ECUATORIANA;MENDOZA;;1,080;TN
06/01/2025;CORRIENTES;FRUTAS;BANANA  ECUATORIANA;BANANA  ECUATORIANA;MENDOZA;;1,600;TN
06/01/2025;CORRIENTES;FRUTAS;BANANA  ECUATORIANA;BANANA  ECUATORIANA;MENDOZA;;1,320;TN
06/01/2025;CORRIENTES;FRUTAS;BANANA  ECUATORIANA;BANANA  ECUATORIANA;MENDOZA;;1,700;TN
06/01/2025;CORRIENTES;FRUTAS;BANANA PARAGUAYA;BANANA PARAGUAYA;MENDOZA;;1,400;TN
06/01/2025;CORRIENTES;HORTALIZAS;BATATA COLORADA;BATATA COLORADA;MENDOZA;;1,000;TN
06/01/2025;CORRIENTES;HORTALIZAS;BERENJENA;BERENJENA;CORRIENTES;BELLA VISTA;0,120;TN
06/01/2025;CORRIENTES;HORTALIZAS;BERENJENA;BERENJENA;BUENOS AIRES;;0,240;TN
06/01/2025;CORRIENTES;HORTALIZAS;BERENJENA;BERENJENA;CORRIENTES;CAPITAL;0,400;TN
06/01/2025;CORRIENTES;HORTALIZAS;CEBOLLA BLANCA;CEBOLLA BLANCA;MENDOZA;;0,200;TN
06/01/2025;CORRIENTES;HORTALIZAS;CEBOLLA BLANCA;CEBOLLA BLANCA;MENDOZA;;0,600;TN
06/01/2025;CORRIENTES;HORTALIZAS;CEBOLLA SINTETICA 14;CEBOLLA SINTETICA 14;MENDOZA;;2,600;TN
06/01/2025;CORRIENTES;HORTALIZAS;CHOCLO AMARILLO;CHOCLO AMARILLO;MENDOZA;;0,600;TN
06/01/2025;CORRIENTES;HORTALIZAS;CHOCLO AMARILLO;CHOCLO AMARILLO;CHACO;;0,200;TN
06/01/2025;CORRIENTES;HORTALIZAS;CHOCLO CRIOLLO;CHOCLO CRIOLLO;JUJUY;;1,414;TN
06/01/2025;CORRIENTES;FRUTAS;CIRUELA;CIRUELA;MENDOZA;;0,270;TN
06/01/2025;CORRIENTES;FRUTAS;CIRUELA;CIRUELA;MENDOZA;;0,380;TN
06/01/2025;CORRIENTES;FRUTAS;CIRUELA;CIRUELA;MENDOZA;;1,900;TN
06/01/2025;CORRIENTES;FRUTAS;CIRUELA;CIRUELA;MENDOZA;;0,760;TN
06/01/2025;CORRIENTES;FRUTAS;CIRUELA;CIRUELA;MENDOZA;;1,200;TN
06/01/2025;CORRIENTES;FRUTAS;CIRUELA;CIRUELA;MENDOZA;;0,300;TN
06/01/2025;CORRIENTES;FRUTAS;CIRUELA;CIRUELA;MENDOZA;;0,800;TN
06/01/2025;CORRIENTES;HORTALIZAS;COLIFLOR;COLIFLOR;BUENOS AIRES;;0,240;TN
06/01/2025;CORRIENTES;FRUTAS;DURAZNO;DURAZNO;MENDOZA;;0,180;TN
06/01/2025;CORRIENTES;FRUTAS;DURAZNO;DURAZNO;MENDOZA;;0,380;TN
06/01/2025;CORRIENTES;FRUTAS;DURAZNO;DURAZNO;MENDOZA;;1,900;TN
06/01/2025;CORRIENTES;FRUTAS;DURAZNO;DURAZNO;MENDOZA;;1,672;TN
06/01/2025;CORRIENTES;FRUTAS;DURAZNO;DURAZNO;MENDOZA;;3,000;TN
06/01/2025;CORRIENTES;FRUTAS;DURAZNO;DURAZNO;MENDOZA;;0,600;TN
06/01/2025;CORRIENTES;FRUTAS;DURAZNO;DURAZNO;MENDOZA;;1,400;TN
06/01/2025;CORRIENTES;FRUTAS;DURAZNO;DURAZNO;MENDOZA;;0,800;TN
06/01/2025;CORRIENTES;HORTALIZAS;ESPINACA;ESPINACA;CHACO;;0,120;TN
06/01/2025;CORRIENTES;HORTALIZAS;ESPINACA;ESPINACA;JUJUY;;0,240;TN
06/01/2025;CORRIENTES;SUBPRODUCTOS;HUEVO B1;HUEVO B1;CORRIENTES;CAPITAL;1,200;TN
06/01/2025;CORRIENTES;SUBPRODUCTOS;HUEVO B2;HUEVO B2;CORRIENTES;CAPITAL;0,300;TN
06/01/2025;CORRIENTES;HORTALIZAS;JENGIBRE;JENGIBRE;MISIONES;;0,006;TN
06/01/2025;CORRIENTES;FRUTAS;KIWI;KIWI;MENDOZA;;0,800;TN
06/01/2025;CORRIENTES;FRUTAS;KIWI;KIWI;MENDOZA;;0,400;TN
06/01/2025;CORRIENTES;FRUTAS;KIWI;KIWI;MENDOZA;;0,400;TN
06/01/2025;CORRIENTES;HORTALIZAS;LECHUGA CRESPA;LECHUGA CRESPA;BUENOS AIRES;;1,000;TN
06/01/2025;CORRIENTES;HORTALIZAS;LECHUGA MANTECOSA;LECHUGA MANTECOSA;BUENOS AIRES;;1,500;TN
06/01/2025;CORRIENTES;HORTALIZAS;LECHUGA MANTECOSA;LECHUGA MANTECOSA;CHACO;;0,120;TN
06/01/2025;CORRIENTES;HORTALIZAS;LECHUGA REPOLLADA;LECHUGA REPOLLADA;BUENOS AIRES;;1,500;TN
06/01/2025;CORRIENTES;HORTALIZAS;LECHUGA REPOLLADA;LECHUGA REPOLLADA;CHACO;;0,120;TN
06/01/2025;CORRIENTES;HORTALIZAS;LECHUGA REPOLLADA;LECHUGA REPOLLADA;MENDOZA;;1,680;TN
06/01/2025;CORRIENTES;HORTALIZAS;MANDIOCA MISIONERA;MANDIOCA MISIONERA;MISIONES;;2,700;TN
06/01/2025;CORRIENTES;FRUTAS;MANZANA GRANY SMITH ELEGIDA;MANZANA GRANY SMITH ELEGIDA;MENDOZA;;0,200;TN
06/01/2025;CORRIENTES;FRUTAS;MANZANA R. DELICIUS COMERCIAL;MANZANA R. DELICIUS COMERCIAL;MENDOZA;;5,880;TN
06/01/2025;CORRIENTES;FRUTAS;MANZANA R. DELICIUS COMERCIAL;MANZANA R. DELICIUS COMERCIAL;MENDOZA;;0,980;TN
06/01/2025;CORRIENTES;FRUTAS;MANZANA R. DELICIUS ELEGIDA;MANZANA R. DELICIUS ELEGIDA;RÍO NEGRO;;1,862;TN
06/01/2025;CORRIENTES;FRUTAS;MANZANA R. DELICIUS ELEGIDA;MANZANA R. DELICIUS ELEGIDA;RÍO NEGRO;;1,120;TN
06/01/2025;CORRIENTES;FRUTAS;MANZANA R. DELICIUS ELEGIDA;MANZANA R. DELICIUS ELEGIDA;RÍO NEGRO;;2,240;TN
06/01/2025;CORRIENTES;FRUTAS;MANZANA R. DELICIUS ELEGIDA;MANZANA R. DELICIUS ELEGIDA;MENDOZA;;0,400;TN
06/01/2025;CORRIENTES;FRUTAS;MANZANA R. DELICIUS ELEGIDA;MANZANA R. DELICIUS ELEGIDA;MENDOZA;;0,600;TN
06/01/2025;CORRIENTES;FRUTAS;MELON AMARILLO;MELON AMARILLO;JUJUY;;3,010;TN
06/01/2025;CORRIENTES;FRUTAS;MELON ROCIO DE MIEL;MELON ROCIO DE MIEL;MENDOZA;;0,600;TN
06/01/2025;CORRIENTES;FRUTAS;NARANJA VALENCIA;NARANJA VALENCIA;CORRIENTES;MONTE CASEROS;42,600;TN
06/01/2025;CORRIENTES;FRUTAS;NARANJA VALENCIA;NARANJA VALENCIA;CORRIENTES;CAPITAL;14,300;TN
06/01/2025;CORRIENTES;FRUTAS;NARANJA VALENCIA LATE;NARANJA VALENCIA LATE;CORRIENTES;MONTE CASEROS;7,500;TN
06/01/2025;CORRIENTES;FRUTAS;PALTA CHILENA;PALTA CHILENA;MENDOZA;;0,200;TN
06/01/2025;CORRIENTES;FRUTAS;PALTA CHILENA;PALTA CHILENA;MENDOZA;;0,400;TN
06/01/2025;CORRIENTES;HORTALIZAS;PAPA BLANCA;PAPA BLANCA;CÓRDOBA;;30,000;TN
06/01/2025;CORRIENTES;HORTALIZAS;PAPA BLANCA;PAPA BLANCA;SAN LUIS;;35,000;TN
06/01/2025;CORRIENTES;HORTALIZAS;PAPA BLANCA;PAPA BLANCA;MENDOZA;;6,000;TN
06/01/2025;CORRIENTES;HORTALIZAS;PAPA BLANCA;PAPA BLANCA;MENDOZA;;3,000;TN
06/01/2025;CORRIENTES;HORTALIZAS;PAPA BLANCA;PAPA BLANCA;CATAMARCA;;34,000;TN
06/01/2025;CORRIENTES;FRUTAS;PELON;PELON;MENDOZA;;0,950;TN
06/01/2025;CORRIENTES;HORTALIZAS;ZAPALLO TETSUKABUTO;ZAPALLO TETSUKABUTO;MENDOZA;;6,000;TN
06/01/2025;CORRIENTES;FRUTAS;PELON;PELON;MENDOZA;;0,400;TN
06/01/2025;CORRIENTES;FRUTAS;PELON;PELON;MENDOZA;;1,000;TN
06/01/2025;CORRIENTES;HORTALIZAS;PEPINO;PEPINO;CORRIENTES;BELLA VISTA;0,060;TN
06/01/2025;CORRIENTES;HORTALIZAS;PEPINO;PEPINO;BUENOS AIRES;;0,360;TN
06/01/2025;CORRIENTES;FRUTAS;PERA PACKAMS ELEGIGA;PERA PACKAMS ELEGIGA;RÍO NEGRO;;1,197;TN
06/01/2025;CORRIENTES;FRUTAS;PERA PACKAMS ELEGIGA;PERA PACKAMS ELEGIGA;RÍO NEGRO;;2,520;TN
06/01/2025;CORRIENTES;FRUTAS;PERA PACKAMS ELEGIGA;PERA PACKAMS ELEGIGA;MENDOZA;;1,000;TN
06/01/2025;CORRIENTES;FRUTAS;PERA WILIAMS ELEGIDA;PERA WILIAMS ELEGIDA;MENDOZA;;0,600;TN
06/01/2025;CORRIENTES;HORTALIZAS;PEREJIL;PEREJIL;BUENOS AIRES;;0,500;TN
06/01/2025;CORRIENTES;HORTALIZAS;PEREJIL;PEREJIL;CHACO;;0,400;TN
06/01/2025;CORRIENTES;HORTALIZAS;PEREJIL;PEREJIL;JUJUY;;0,400;TN
06/01/2025;CORRIENTES;HORTALIZAS;PIMIENTO MORRON ROJO;PIMIENTO MORRON ROJO;CORRIENTES;BELLA VISTA;0,300;TN
06/01/2025;CORRIENTES;HORTALIZAS;REMOLACHA;REMOLACHA;BUENOS AIRES;;0,500;TN
06/01/2025;CORRIENTES;HORTALIZAS;REMOLACHA;REMOLACHA;CHACO;;0,120;TN
06/01/2025;CORRIENTES;HORTALIZAS;REMOLACHA;REMOLACHA;JUJUY;;0,200;TN
06/01/2025;CORRIENTES;HORTALIZAS;REPOLLO BLANCO;REPOLLO BLANCO;MENDOZA;;0,800;TN
06/01/2025;CORRIENTES;HORTALIZAS;REPOLLO BLANCO;REPOLLO BLANCO;CHACO;;0,060;TN
06/01/2025;CORRIENTES;HORTALIZAS;REPOLLO COLORADO;REPOLLO COLORADO;MENDOZA;;0,400;TN
06/01/2025;CORRIENTES;HORTALIZAS;TOMATE CHERRY;TOMATE CHERRY;MENDOZA;;0,125;TN
06/01/2025;CORRIENTES;HORTALIZAS;TOMATE CHERRY;TOMATE CHERRY;CHACO;;0,200;TN
06/01/2025;CORRIENTES;HORTALIZAS;TOMATE CHERRY;TOMATE CHERRY;JUJUY;;0,310;TN
06/01/2025;CORRIENTES;HORTALIZAS;TOMATE PERITA;TOMATE PERITA;CORRIENTES;BELLA VISTA;0,300;TN
06/01/2025;CORRIENTES;HORTALIZAS;TOMATE PERITA;TOMATE PERITA;MENDOZA;;3,200;TN
06/01/2025;CORRIENTES;HORTALIZAS;TOMATE PERITA;TOMATE PERITA;CHACO;;0,120;TN
06/01/2025;CORRIENTES;HORTALIZAS;TOMATE PERITA;TOMATE PERITA;MENDOZA;;3,000;TN
06/01/2025;CORRIENTES;HORTALIZAS;TOMATE PERITA;TOMATE PERITA;JUJUY;;2,000;TN
06/01/2025;CORRIENTES;HORTALIZAS;TOMATE PERITA;TOMATE PERITA;CORRIENTES;CAPITAL;0,648;TN
06/01/2025;CORRIENTES;HORTALIZAS;TOMATE REDONDO;TOMATE REDONDO;CORRIENTES;BELLA VISTA;0,300;TN
06/01/2025;CORRIENTES;HORTALIZAS;TOMATE REDONDO;TOMATE REDONDO;BUENOS AIRES;;2,250;TN
06/01/2025;CORRIENTES;HORTALIZAS;TOMATE REDONDO;TOMATE REDONDO;MENDOZA;;2,000;TN
06/01/2025;CORRIENTES;HORTALIZAS;TOMATE REDONDO;TOMATE REDONDO;JUJUY;;0,620;TN
06/01/2025;CORRIENTES;HORTALIZAS;TOMATE REDONDO;TOMATE REDONDO;CORRIENTES;CAPITAL;0,648;TN
06/01/2025;CORRIENTES;FRUTAS;UVA CARDINAL;UVA CARDINAL;SAN JUAN;;2,400;TN
06/01/2025;CORRIENTES;FRUTAS;UVA CARDINAL;UVA CARDINAL;MENDOZA;;0,600;TN
06/01/2025;CORRIENTES;FRUTAS;UVA ROSADA;UVA ROSADA;MENDOZA;;1,000;TN
06/01/2025;CORRIENTES;FRUTAS;UVA ROSADA;UVA ROSADA;MENDOZA;;0,400;TN
06/01/2025;CORRIENTES;FRUTAS;UVA ROSADA;UVA ROSADA;MENDOZA;;0,600;TN
06/01/2025;CORRIENTES;HORTALIZAS;ZANAHORIA;ZANAHORIA;MENDOZA;;24,000;TN
06/01/2025;CORRIENTES;HORTALIZAS;ZANAHORIA;ZANAHORIA;MENDOZA;;0,800;TN
06/01/2025;CORRIENTES;HORTALIZAS;ZANAHORIA;ZANAHORIA;MENDOZA;;0,800;TN
06/01/2025;CORRIENTES;HORTALIZAS;ZANAHORIA;ZANAHORIA;MENDOZA;;8,000;TN
06/01/2025;CORRIENTES;HORTALIZAS;ZANAHORIA;ZANAHORIA;MENDOZA;;0,600;TN
06/01/2025;CORRIENTES;HORTALIZAS;ZAPALLITO TRONCO;ZAPALLITO TRONCO;BUENOS AIRES;;1,000;TN
06/01/2025;CORRIENTES;HORTALIZAS;ZAPALLITO TRONCO;ZAPALLITO TRONCO;CORRIENTES;CAPITAL;0,150;TN
06/01/2025;CORRIENTES;HORTALIZAS;ZAPALLITO ZUCHINI;ZAPALLITO ZUCHINI;JUJUY;;0,620;TN
06/01/2025;CORRIENTES;HORTALIZAS;ZAPALLO COREANO;ZAPALLO COREANO;FORMOSA;;1,000;TN
06/01/2025;CORRIENTES;HORTALIZAS;ZAPALLO TETSUKABUTO;ZAPALLO TETSUKABUTO;CORRIENTES;BELLA VISTA;0,300;TN
06/01/2025;CORRIENTES;HORTALIZAS;ZAPALLO TETSUKABUTO;ZAPALLO TETSUKABUTO;FORMOSA;;5,000;TN
07/01/2025;CORRIENTES;HORTALIZAS;PAPA BLANCA;PAPA BLANCA;CATAMARCA;;28,000;TN
08/01/2025;CORRIENTES;FRUTAS;BANANA FORMOSEÑA;BANANA FORMOSEÑA;FORMOSA;;21,000;TN
08/01/2025;CORRIENTES;FRUTAS;BANANA PARAGUAYA;BANANA PARAGUAYA;CHACO;;2,000;TN
08/01/2025;CORRIENTES;FRUTAS;CIRUELA;CIRUELA;CHACO;;0,600;TN
08/01/2025;CORRIENTES;FRUTAS;DURAZNO;DURAZNO;CHACO;;0,600;TN
08/01/2025;CORRIENTES;FRUTAS;KIWI;KIWI;CHACO;;0,100;TN
08/01/2025;CORRIENTES;FRUTAS;NARANJA VALENCIA;NARANJA VALENCIA;CORRIENTES;MONTE CASEROS;6,000;TN
08/01/2025;CORRIENTES;FRUTAS;NARANJA VALENCIA;NARANJA VALENCIA;CORRIENTES;MONTE CASEROS;1,400;TN
08/01/2025;CORRIENTES;FRUTAS;NARANJA VALENCIA;NARANJA VALENCIA;CORRIENTES;;17,400;TN
08/01/2025;CORRIENTES;HORTALIZAS;PAPA BLANCA;PAPA BLANCA;CATAMARCA;;30,000;TN
08/01/2025;CORRIENTES;FRUTAS;UVA ROSADA;UVA ROSADA;CHACO;;0,400;TN
09/01/2025;CORRIENTES;HORTALIZAS;ACELGA;ACELGA;CHACO;;0,060;TN
09/01/2025;CORRIENTES;HORTALIZAS;ACELGA;ACELGA;BUENOS AIRES;;0,500;TN
09/01/2025;CORRIENTES;HORTALIZAS;AJO MORADO CHINO;AJO MORADO CHINO;MENDOZA;;0,800;TN
09/01/2025;CORRIENTES;HORTALIZAS;AJO MORADO CHINO;AJO MORADO CHINO;MENDOZA;;0,080;TN
09/01/2025;CORRIENTES;HORTALIZAS;AJO MORADO CHINO;AJO MORADO CHINO;MENDOZA;;100,000;TN
09/01/2025;CORRIENTES;HORTALIZAS;AJO MORADO CHINO;AJO MORADO CHINO;MENDOZA;;0,160;TN
09/01/2025;CORRIENTES;HORTALIZAS;APIO DE HOJA;APIO DE HOJA;JUJUY;;0,765;TN
09/01/2025;CORRIENTES;HORTALIZAS;APIO DE HOJA;APIO DE HOJA;BUENOS AIRES;;0,200;TN
09/01/2025;CORRIENTES;FRUTAS;BANANA  ECUATORIANA;BANANA  ECUATORIANA;MENDOZA;;2,400;TN
09/01/2025;CORRIENTES;FRUTAS;BANANA  ECUATORIANA;BANANA  ECUATORIANA;MENDOZA;;1,600;TN
09/01/2025;CORRIENTES;FRUTAS;BANANA  ECUATORIANA;BANANA  ECUATORIANA;MENDOZA;;2,000;TN
09/01/2025;CORRIENTES;FRUTAS;BANANA  ECUATORIANA;BANANA  ECUATORIANA;MENDOZA;;1,600;TN
09/01/2025;CORRIENTES;FRUTAS;BANANA  ECUATORIANA;BANANA  ECUATORIANA;MENDOZA;;2,160;TN
09/01/2025;CORRIENTES;FRUTAS;BANANA  ECUATORIANA;BANANA  ECUATORIANA;MENDOZA;;1,500;TN
09/01/2025;CORRIENTES;FRUTAS;BANANA  ECUATORIANA;BANANA  ECUATORIANA;MENDOZA;;0,800;TN
09/01/2025;CORRIENTES;FRUTAS;BANANA PARAGUAYA;BANANA PARAGUAYA;MENDOZA;;4,000;TN
09/01/2025;CORRIENTES;FRUTAS;BANANA PARAGUAYA;BANANA PARAGUAYA;MENDOZA;;1,200;TN
09/01/2025;CORRIENTES;FRUTAS;BANANA PARAGUAYA;BANANA PARAGUAYA;CHACO;;4,000;TN
09/01/2025;CORRIENTES;FRUTAS;BANANA PARAGUAYA;BANANA PARAGUAYA;MENDOZA;;1,000;TN
09/01/2025;CORRIENTES;HORTALIZAS;BATATA BLANCA;BATATA BLANCA;MENDOZA;;0,900;TN
09/01/2025;CORRIENTES;HORTALIZAS;BROCOLI;BROCOLI;BUENOS AIRES;;0,100;TN
09/01/2025;CORRIENTES;HORTALIZAS;CEBOLLA SINTETICA 14;CEBOLLA SINTETICA 14;MENDOZA;;0,400;TN
09/01/2025;CORRIENTES;HORTALIZAS;CEBOLLA SINTETICA 14;CEBOLLA SINTETICA 14;MENDOZA;;4,000;TN
09/01/2025;CORRIENTES;HORTALIZAS;CEBOLLITA DE VERDEO;CEBOLLITA DE VERDEO;CHACO;;0,030;TN
09/01/2025;CORRIENTES;FRUTAS;CEREZA;CEREZA;MENDOZA;;0,150;TN
09/01/2025;CORRIENTES;FRUTAS;CEREZA;CEREZA;MENDOZA;;0,025;TN
09/01/2025;CORRIENTES;HORTALIZAS;CHAUCHA POR METRO;CHAUCHA POR METRO;JUJUY;;0,315;TN
09/01/2025;CORRIENTES;HORTALIZAS;CHOCLO AMARILLO;CHOCLO AMARILLO;CHACO;;0,050;TN
09/01/2025;CORRIENTES;HORTALIZAS;CHOCLO AMARILLO;CHOCLO AMARILLO;MENDOZA;;0,600;TN
09/01/2025;CORRIENTES;FRUTAS;CIRUELA;CIRUELA;MENDOZA;;1,000;TN
